"code","energy_kcal_100g","sugars_100g","fat_100g","salt_100g","proteins_100g","nutriscore_grade","nutriscore_score","nova_group"
"3422440006454","24","1.5","2.6","0.675","2.3","b","2","3"
"5449000054227","42","10.6",,,,"e","12","4"
"7613036892636","369","76","3.4","0.199","4.7","unknown",,
"5740700996153","53","13.2",,,,"e","14","4"
"7802215512421","500","36.2","23.5","0.6975","2.9","e","29","4"
"5201002000011","357","0.2","0.6","0.18","0.4","c","4",
"5608394421019","840",,"99",,,"e","20","2"
"8698701003875","540","40","34.1","0.1375","9.1","unknown",,
"4605463006710","387",,"32",,"14.5","unknown",,
"8715700423913","64","11","0.1","0.9","1.4","c","6","4"
"6415130089827","17.2","3.88","0.2",,"0.2","b","-2",
"7802215501623","412","8.3","10.2","0.975","9.3","c","9","4"
"8999898971221","130",,"7",,"6","unknown",,
"86946070","36",,,,,"not-applicable",,"4"
"6009710723937","526.5296366283","0.7","35","1.0925","7.4","unknown",,
"6111243860352","45.1","11.2",,"20",,"e","23","4"
"6946431801035","311.6",,"9.2","0.27178","7.6","a",,"4"
"3560070252268","372","14","2.2","0.5","11","a",,"3"
"8413556010324","139","4.4","11.6","0.12","8.7","c","8","3"
"4056489216223","70","3.2","0.5","0.14","12.5","a","-5","4"
"8901063142466","497","14.4","21",,"8.6","unknown",,"4"
"3245413812216","484","34","18","0.83","5.7","e","27","3"
"8711000476208","25",,,,,"not-applicable",,
"20047559","121","3.2","10","0.13","4.6","c","6","1"
"5200132754115","456","11","20","0.02","8.7","c","7","4"
"0856584004183","357.142857142857",,"21.875","2.34375","31.25","e","24","3"
"7300400118101","350.877192982456","1","1.5","1","9","a",,"3"
"5997010307944","46","3.2","0.9","11.5","5.2","not-applicable",,"4"
"5411333500863","548","40","35","0.06","3.5","e","27","4"
"7070866013349","200",,"22.6",,,"unknown",,
"4104420115767","371","1.1","7","0.03","13","a","-5","1"
"8858998581047","10.9090909090909","8",,,,"unknown",,
"8901764048319","30","7.3",,"0.0215",,"d","8","4"
"4056489695363","34","0.5","1.7","0.02","3","b","-4","4"
"5901753000628","352",,"27","1.4","26","d","13","4"
"5057967395071","240.439770554493","2.7","2.8","0.7675","7.5","b","1","3"
"5200132754030","290.697674418605","2.3","9.5","1.26","30","not-applicable",,
"20247942","48","8.2","0.1",,"1.8","a","-3","1"
"5701977550554","666","0.5","75","0.9","0.5","d","17","4"
"5201080102706","5","0.5","0.5","1.1","0.5","c","5","4"
"7802800544332","10.5","2",,"0.01905","0.05","c","6","4"
"7027110222460","198","2.5","14","0.9825","14","unknown",,"4"
"5208046089798","392","20","7.9","1.625","8.2","unknown",,
"8480000607225","600","14","49","0.03","12","d","15","4"
"5036829756304","219","4.5","10.9","0.92","6.1","b","-3","3"
"8852756323108","390.37603563","24","3","0.683333333333333","8.66666666666667","c","8","4"
"8008343200516","356","3.1","1.6","0.01","14.5","a","-2","1"
"3560070984206","559","7.7","37","1.8","1.8","e","19","3"
"20918286","210.5","2.6","15","1.4","13.9","c","8","3"
"6111017046548","535","44","36","11","5.2","e","48","4"
"7311870010918","633","0.4","70","1.2","0.3","e","20","2"
"8711900019031","0.4","0.02",,"0.036","0.02","c","4","4"
"9100000773278","64","4.8","3.5","0.13","3.3","c","3",
"4056489078173","247",,"16","1.7","16","d","14","4"
"4061459682892","321","48","2.2","0.05","3.2","c","10","4"
"7322550052715","2","0.1","0.5","0.7","0.5","c","3","4"
"5410041030006","482","7.1","19","1.7","8.3","e","24","4"
"8710573426078","581","48","38","0.01","4.2","e","24","4"
"0070847033929","8",,,"0.38",,"c","5","4"
"9006900228804","43","9.9","0.5","0.01","0.5","e","11","4"
"5601312074847","417.777777777778","1.4","14","0.07","8","a",,"4"
"5099801003315","370","1","5.75","0.125","11.25","a","-5","1"
"8480000209085","51.6666666666667","3.1","0.5","0.1","10","a","-4","1"
"4740059811658","490","35.9","24.7","0.7875","5.4","e","28","3"
"5900320011036","467","6.4","21","2.2625","13","d","14","4"
"3380380070280","451","31.6","18.4","0.23","8.7","d","13","4"
"7610036010503","590","13","50","0.02","7.9","d","15","4"
"7070841003433","58","7.2",,,"0.6","a",,"4"
"8000500010709","605.263157894737","39.4736842105263","42.1052631578947","0.164473684210526","7.89473684210526","e","28",
"20004194","50","2.8","0.2","0.5","2.2","c","4","3"
"7790045823568","365",,"8.5","17.272","12","d","17","1"
"9000159745303","445","4.4","15","2.95","10","unknown",,"4"
"4058172268717","105","13","0.4","0.06","4.9","a","-4","1"
"0037600106252","593.75","9.375","50","1.171875","21.875","c","8","4"
"9006900017552","42","9.7","0.5","0.1","0.5","e","11","4"
"3560071433277","383","3","3.5","0.02","14","a","-6","4"
"8076809585866","354","1.7","1.7",,"20","a","-4","1"
"6009710721537","480",,,,,"unknown",,"4"
"8990044000000","500","32","18","0.2","9.1","e","25","4"
"0033776011000","571.428571428572",,"64.2857142857143","1.60714285714286",,"d","16","4"
"7310890100685","170","10","7","0.12","10","c","3","4"
"7798171730392","410","1.33333333333333","28","1.02333333333333","3","c","9","3"
"9310140282527","388","1.2","3.2","0.003","8","a","-1","3"
"0888849002191","316.666666666667","1.66666666666667","15","1.45833333333333","35","not-applicable",,"4"
"5013683305589","221","3.8","9.9","1.3","7.6","a","-1","3"
"0041390000706","65.2",,,"16.0575","10.6","e","20","1"
"5200125351734","393","75","5.4","2.95","4.9","unknown",,
"5000159556781","487.72","49.12","25.61","0.25","3.86","e","31","4"
"8715000002559","56","7.7","1.3","0.17","2.9","unknown",,"4"
"8437000906797","301","1.5","7.6",,"9.7","unknown",,"4"
"20037161","64","3.5","4","0.885","1.1","a",,"4"
"4770190035040","171","0.1","9.5","2.95","21","d","18","3"
"8997012320832","11","8","11","1",,"c","6",
"7622210248671","516","58","27","0.25","5.5","e","32","4"
"8480000146397","496","34.4","23.2","0.8","6.4","e","28","4"
"3564707000055","345","1.6","1.1",,"11","a","-1","1"
"7702535014240",,,,"0.04375",,"b",,
"5712870510156","363","1","6.5",,"13","a","-8","1"
"7501045401423","122.18",,"3.54","0.67","19.99","a","-3","4"
"8590421069905","263","1.4","26","2.1","3.7","d","16","4"
"0025293002920","11.3","0.1","0.9","0.048","0.4","b","1","4"
"8480000166166","14","0.3","0.1","1","2.8","a","-2","3"
"5710328002246","65","4.7","3.5","0.1075","3.6","c","4",
"60019578","103.125","22.5","0.625","1.6875","0.625","unknown",,
"6223003114008","286.95652173913","21.7391304347826","5.43478260869565","0.353478260869565",,"unknown",,"3"
"6955150411456","68.12",,"3.9","0.2921","3.3","unknown",,
"7802920000978","80","9.9","1.8","0.1125","3.5","unknown",,
"5038862162500","41.3333333333333","8.66666666666667",,,"0.733333333333333","c","4","1"
"8850718821907","533.333333333333","3","33.3333333333333","1.25","6.66666666666667","e","21","4"
"4056489424925","661","7.2","53","0.93","29.2","d","12","2"
"20133207","605","5.6","49.2","1.2775","26.5","c","4","3"
"5601151734452","46","10.4","0.5","0.01","0.5","c","6","1"
"3250546610271","145","2","10","4.9","7.7","e","20","4"
"8402001014307","709","2","68.2",,"18","c","10","1"
"8594006843256","45","4.7","1.5","0.1","3.3","b","-1",
"9310653106914","77","3.1","3.1","0.0725","7.7","a","-2","4"
"8901058010749","269","1.3","8.8","72.5",,"unknown",,"4"
"3033491974175","60","8.5","0.2","0.17","6","b","2","4"
"3068111301246","337","2","2.2",,"10.7","a","-5",
"7039010565257","42","4.1","0.1","0.75","1.5","c","4","4"
"5712873910618","646","0.7","58",,"22","unknown",,
"5011835102390","575","29","42","0.01","9.1","e","20","3"
"7503022581012","173.5",,"1.5","0.025","3","a","-1","3"
"8076802085899","359","3.5","2","0.01","13","a",,"1"
"5000159557702","493","48","24","1","4.6","e","33","4"
"20018931","481","15.1","20.9","0.77","6.6","e","22","4"
"7802230086952","499","29.5","22.2","0.6","5","e","26","4"
"8717624007699","376","27","18","0.06","0.5","e","20","4"
"8901058014235","384","1.8","12.5","2.5","8.2","unknown",,"4"
"8801382148524","40","8.8",,"0.0125",,"e","14","4"
"5208046090985","64","4.8","3.5","0.13","3.3","c","3",
"0051500816264","108.9",,"0.1","0.0625","0.3","c","5",
"8480000340313","618","6.2","50.4",,"24","a","-9","1"
"4820182067532","605.9","3.3","51.9",,"25.6","unknown",,
"3560070983247","523","28","25","0.43","7.5","e","20","4"
"6408430408146","85","4.6","1.6","0.1975","11","a","-2","4"
"20647117","46","4.7","1.5","0.11","3.5","b","-1","1"
"6420256015568","464","56","20","0.45","6.3","e","31","4"
"6413300018042","72","6.3","0.2","0.1175","10","a","-3","4"
"8715700124728","102","22.8","0.1","1.8","1.2","d","13","3"
"6424908115057","83","19",,"1.1","0.6","c","9","4"
"20032982","605","5.6","49.2","1.78","26.5","c","6","3"
"5410126726015","484","38.1","19","0.92","4.9","e","28","3"
"20396121","435","26","25","0.74","6.1","e","25","4"
"8710522976876","411",,"43",,"0.9","unknown",,
"7394376616228","61","3.4","3","0.0975","1.1","d","7","3"
"9415142008585","229.331694436857","2.85714285714286","2.26190476190476","0.913690476190475","9.76190476190476","a","-2","4"
"9414763003351","500","19","24","0.29","11","d","16","4"
"8850125078925","448.717948717949","32.0512820512821","12.8205128205128","1.22115384615385","6.41025641025641","unknown",,"4"
"4065019142123","67","5.1","0.3","0.15","11","a","-3","4"
"7790070508621","10","0.4",,,"0.2","unknown",,
"20839062","438","37.6","23","0.15","14.2","d","13","3"
"20303822","281","0.5","24","4.75","15","e","32","4"
"3560070737048","408","4.2","10","1","10","b","2","4"
"20995751","343","4.3","1.9",,"13","a","-4","1"
"5060088704097","454","28","22","0.6975","18","not-applicable",,"4"
"0020916119788","426","34.1","23.6","0.0225","13.8","d","13","3"
"0066613000059","202.380952380952",,"13.0952380952381","0.803571428571429","20.2380952380952","b","1","4"
"5903895010237","170","3.8","12","0.9825","10","c","5","4"
"8888030301746","228","6.1","3.6","299","11.2","d","18",
"7310240200386","780","1","85","0.7","1.2","d","18","4"
"7039010073998","490","34","32","0.23","6.8","e","19","4"
"7502249131789","452.5","29.75","19.5","0.0004826","8.25","c","8","4"
"6408430021048","73","9.6","2","0.1","3.4","b","2","4"
"7501057720345","156","0.3","10.5","3.0175","6.4","d","17",
"3292483220243","329","78.7","0.3",,"0.3","unknown",,"4"
"8595564502227","440","31","15","0.06","6","d","17","4"
"9100000748764","554","42","35","0.2","5.7","unknown",,
"8801117139001","500","12.5","25","1.484375","6.25","unknown",,
"4014500511658","96","12.5","2.7","0.35","3.5","c","5",
"9322715008883","148.183556405353","0.3","0.007","0.8525","0.1","unknown",,
"4000140708268","43","10","0.1",,,"e","11","4"
"5010103800259","222",,,,,"not-applicable",,"3"
"4099100008654","250","3.57142857142857",,"0.848214285714286","10.7142857142857","a","-1","4"
"0068400662600","666.666666666667",,"66.6666666666667",,"0.666666666666667","d","13","3"
"6111032000600","58",,"3",,"3","unknown",,"1"
"4892218029166","175","7.50000029802322","13.7500002980232",,"5.00000007450581","unknown",,
"4000417011008","520","50","27","0.43","6.5","e","32","4"
"5411188138013","70","8.4","2","0.2","3.6","b","1","4"
"8850718805389","500","6.66666666666667","20","1.86266666666667","6.66666666666667","e","20",
"0096619332748","117.647058823529",,"58.8235294117647","3.30882352941177","1","e","21","3"
"8851717906305","77.1428571428571","6.85714285714286","1.14285714285714","0.114285714285714","8.57142857142857","not-applicable",,"4"
"5700426293912","46","4.6","1.5","0.11","3.5","b","-1","1"
"4607065736965","494",,"25",,"8.1","unknown",,
"20283360","298","0.75","7","0.02","13.5","a","-5","1"
"3175680011534","460.869565217391","21","17","0.74","8.5","d","14","4"
"0068721004004","281.25","23.4375","3.90625","0.859375","7.8125","d","12","4"
"4750024002691","533","2","32",,"6","unknown",,
"6925253944014","0.72",,,"0.000508",,"unknown",,
"4820214000094","395","5","14.5",,"36","unknown",,"4"
"6007875996869","110","12.7857140132359","4.14285727909633",,"3.07142870766776","unknown",,
"0097339000177","110",,"2","2.03","2","c","10",
"6111242100206","78.5",,"3.3",,"4.2","b","1","3"
"6111245342696","253",,"21",,"10","a","-1","4"
"4044889000054","619","14","53","0.01","10","e","19","3"
"9414763004174","555.09082209225","5.5","45.25","0.3125","18","unknown",,
"0764218608372","500",,"25","1.875","10.7142857142857","d","15","3"
"8008698002209","431","6.6","12","2.2","4.1","e","21","4"
"0724836088024","13.6","1.5",,"2.8","1.1","d","13","4"
"7802575355171","40","6.8","0.1","0.995","1.3","unknown",,"4"
"7044610876658","2",,,,,"unknown",,"4"
"0898999000503","18","4",,"0.06",,"b",,"1"
"4810268023880","56",,"2.8",,"3","unknown",,
"42276630","572","47.3","35.8","0.356","9.2","e","31","4"
"20448561","103","3.6","5.3","0.001","10.2","b","1",
"3229820019192","196","2","2.9","1.1","5","a",,"3"
"3270190128519","493","35","24","0.4","7.5","e","25","3"
"4770179990568","538","45","31","0.14","6.3","e","29","4"
"7898215157786","49.5",,,,"3.1","unknown",,
"7501518476354","430",,"30","4.75","40","e","28",
"8801074257992","295","3","21","1.775","16","d","16",
"3240931548128","190","1.5","2.7","1.1","5","c","5","3"
"7702020212021","342.857142857143",,"2.85714285714286",,"19.7142857142857","a","-5","1"
"9414763003863","564.053537284894","3.8","48","0.365","20","d","14","4"
"20401825","17","1.7999999523163","0.5","0.23000000417233","0.5","unknown",,"3"
"8901499010513","386","21.8","5.1","0.35","8.1","c","7","4"
"5053827199568","458.094327597195","26","16","0.94","7.1","e","19","4"
"7802800576692","325","24",,"29","4.4","e","35","4"
"20080754","171","18.9","7.2","0.03","1.4","unknown",,"4"
"8001505005028","160","37",,"0.13",,"c","6","4"
"3263670123616","281.78776290631","1.4","23","0.885","16","d","11","3"
"7613035694989","227","3.3","14.4","1","16.2","a","-3","4"
"5060054134033","39","8.1","0.1","0.0875","1","c","4","1"
"3222475190919","543","54","32","0.13","5.9","e","25","4"
"5998400313897","440","25.2","17.9","0.05","7","unknown",,
"7700304802609","371",,"8.1","0.0017","14","unknown",,"3"
"4014500509518","248","1.5","19","0.5","17.5","c","8","3"
"3560070204908","400","9.1","7.1","0.71","13","d","12","4"
"8808024029869","15",,,"0.55","1","unknown",,
"5711953168260","263","0.5","16","1.7","29","d","13","3"
"8710637105376","314","1.9","7","0.915","8.7","c","4","4"
"0039047011304","533","16.2","30.3","0.6875","5.6","e","23","3"
"5060108450324","15","3.8",,"0.02",,"c","4","4"
"54490086","42","10.6",,,,"e","12","4"
"4800361331500","71.5","5.75","4","0.14375","3.1","b","2","4"
"7790070335975","343.75",,"1.625","0.025","11.25","unknown",,"1"
"9556191071639","72","10.7","0.9",,"2.1","unknown",,
"8801759016470","215","3","2.59999990463257",,"6","unknown",,
"3451790397868","76","12.8","2.3","0.1","2.2","c","5","4"
"4823077632594","571","46.1","37.9","0.14","7.7","e","30","4"
"7700304640843","350","2.5","1.25","0.00625","12.5","unknown",,
"20364618","71",,"0.8","0.245","16","a","-5","1"
"0074410741860",,,,"0.02",,"b",,"1"
"8480000160225","31","4.8","0.1","0.5","1.1","a","-2","4"
"8902579103170","65","13.3",,,,"e","16","3"
"5903189076314","557","40","36","0.1475","7.7","e","26","4"
"0731216103987","500","53.8461538461538","26.9230769230769","0.432692307692308","7.69230769230769","e","28","4"
"6009211254374","320.484964366417","3.9","12","1.6425","6.7","d","14",
"8888077102023","527.338187948298","28.936170212766","28.0851063829787","0.75","6.17021276595745","e","27","4"
"7790170903920","5","20",,,,"unknown",,
"7310340464404","320","80",,,,"unknown",,
"4901777205109","379","48.3","16.5","0.5","5.8","e","23","4"
"6222035239079","465.3","53.7","21.9","0.569","4.2","unknown",,
"0737282363072","433.33333","20","13.33333","0.02775","8.88889","c","8",
"9400556007781","19.120458888","0.65","0.4","0.68125","0.7","unknown",,"4"
"4901777411760",,,,"0.02",,"b",,"1"
"7801620853396","22","4.4","0.1","0.0275","0.4","d","9","4"
"8593894911092","525","43","27","0.33","4.3","e","29","4"
"4810268036163","207",,"19",,"6","unknown",,
"5901939103068","80","10","1.5","0.0775","6.5","e","10","4"
"5999546790078","103","3","4.5","1.524","13","c","5","3"
"8888196124128","24","6",,"0.02",,"c","6",
"0044000028282","460","24","16","1","6","d","14","4"
"5601066600118","365","0.8","1","1.4","6","c","5",
"3038351483606","355","4.8","1.5","0.05","13","a",,"1"
"7035620047480","292","2.6","9.6","1.18","7","unknown",,
"16811207","529.166666666667","33.1818181818182","20.4545454545455","0.761363636363636","5.45454545454545","e","23","4"
"20005573","381","47","11.3","0.24","3.6","e","24","4"
"3451790019678","139","13.2","7.5","0.24","4.1","c","9","4"
"0063211311112","68","1.2","2","0.8","3.2","b","2","4"
"8902080001828",,,,"0.015",,"c","4","4"
"0056800195637","51.4285714285714","6.28571428571429",,"0.107142857142857","4","a",,"4"
"3560070614202","372","0.7","7",,"14","a","-5","1"
"8699141057053","527","36","29","0.2","5.7","e","26",
"0037600223324","593.75","9.375","50","1.171875","21.875","c","8","4"
"0044000051693","428.571428571429",,"12.5","1.51786","10.71429","unknown",,"3"
"9300650430419","303.059273422562","2.5","30.1","0.905","6.6","d","15","3"
"8480000226129","171","0.5","9.1","2.5575","22","d","15","4"
"5705830610287","149","4.3","4.3","0.62","5.9","c","6","4"
"5201004028280","442","1","22","0.4625","7.8","b","2","4"
"4066447816181","57","2.1","4.4","0.1175","1.5","c","5","4"
"5060057801192","148",,,"0.18",,"not-applicable",,"4"
"4008400301327","555","50.4","33","0.19","6.1","e","30","4"
"5449000046413","19.8","4.4",,"0.04","1","c","3","4"
"5013665112273","7","0.3","0.4","0.9",,"unknown",,"3"
"5449000164957","18","4.3",,"0.05",,"d","8","4"
"9300675079464","0.478011472275333",,,"0.0104166666666667","0.0166666666666667","unknown",,"4"
"5762385061438","286","0.5","26","2.3","13","e","23","4"
"8901719135088","492","8.4","20.6","2.2275","7.9","e","28",
"5601312876243","619","7","48.8","0.015","23","d","14",
"7622202296208","533.333333333333","43.3333333333333","30.6666666666667","0.258333333333333","6.66666666666667","e","29",
"3045140118502","563","45","37","0.22","8.2","e","29","4"
"8410783344468","79","0.5","0.9","1.8","16","c","3","4"
"3168930171737","508","0.5","30","1.1","6.1","d","12","3"
"4680032565102","310",,"2","5","11","unknown",,
"7891000402931","487","41","21","0.34","6.1","e","28","4"
"8414100302643","13","2.4",,"0.05",,"d","7","4"
"8807999079275","95","2","1.20000004768372",,"3","unknown",,
"5900512300320","60","4.7","3.2","0.1","3.2","c","3","1"
"8902579003456","15.74","0.58",,"0.6147","1.27","unknown",,"4"
"7893753603023","305","80",,,,"d","18","2"
"8076809543934","66","5","3.5","1","1.4","a",,"3"
"7622210724519","580","29","42","0.08","9.1","e","20","3"
"7610023053728","376","34","1","0.56","5.8","unknown",,
"8809276285461","23","5","7.5","0.0075",,"d","9","4"
"4099200029153","64","4.8","3.5","0.13","3.3","c","3","1"
"3596710451395","510","24","26","0.85","7.4","e","21","3"
"5010029229035","385","17","5","0.0005","10","b","1","4"
"5202234143088","75","3.5","2","0.1","9.8","a","-2",
"8005110170300","26","2.8","0.2","0.3","1.2","a","-4","3"
"6408430000418","70","4.7","4.2","0.1","3.3","c","4","1"
"5202474090210","551","46","35",,"4","unknown",,
"8480000838698","290.243902439024","5.3","9.3","1.1","11","c","3","4"
"6001069019938","476.418100626",,"52.6666666666667",,,"unknown",,
"7896213005771","426.666666666667","22","10.3333333333333","1.05833333333333","7","e","19",
"7891048040003","142.857142857143",,,,,"b","1",
"6223000277966","3","2","2.2",,"12","unknown",,
"5411188137887","95","4.9","2.5","0.42","10","a",,"4"
"3073781209150","228","0.3","22","3","1.3","e","26","4"
"9310060403699","379.597345630412","0.882352941176471","9.11764706","0.0147058823529412","12.94117647","a","-5",
"8720182885463","30","2","1.6","0.65","0.5","c","3","3"
"9556175958475","466","36.3","20.9","1.2","5.9","e","26",
"0690782182935","285.71428571429","80.952380952381",,,,"d","18","2"
"7501073830509",,,,"0.03125",,"a",,"1"
"4750050341511","353","26.4","22.5","0.0875","10.6","e","21","4"
"6906839701016","62.8571428571429","9.10204081632653","1.79591836734694","0.0948979591836735","2.61224489795918","d","9","4"
"8801056096656","76",,"40",,"19","unknown",,
"4603767010105","104",,"6",,"9","unknown",,"1"
"8005510004113","828",,"92",,,"unknown",,"2"
"9415077039999","31.3097514340344","4.5","0.3","0.0125","1.2","a","-4","1"
"7048840090150","66","8.9","1.5","0.0975","3.4","c","6","4"
"7891962067278","256","9.8","4.4","1.3425","12","c","7","4"
"7501125174797","22.222222222222","5",,,,"c","4",
"6111265800497","58",,"3",,"3","b",,"1"
"8858702438728","583.333333333333",,"41.6666666666667","2.70833333333333","16.6666666666667","unknown",,
"9414967164605","135.555555555556","7.94444444444445","1.72222222222222","0.213888888888889","7.38888888888889","b","1","4"
"3250390001560","323","7",,,,"unknown",,"4"
"06175634","381","6.5","1.8","0.3","6.7","b","2",
"7501039127285","820",,"91","0.045",,"b",,"2"
"7794820902721","76.1111111111111","7.22222222222222","3","0.169444444444444","5","b","1","4"
"8480000631015","189","0.2","10.1","1.16","11","c","4","4"
"4011800407339","480","4","34","0.4","16","c","8","4"
"3192200002117","46","10",,"0.01",,"d","7","4"
"3023290018415","54","3.13333333333333","0.2","0.0983333333333333","10","a","-4","4"
"4337185667954","20","0.1","1.4","0.12","0.5","b","1","4"
"3560071194345","299","1","11","0.05","24","unknown",,"1"
"8001665128698","269","6.3","9.6","1.4","9.5","c","10","4"
"3421557910203","371","0.9","7","0.01","12","a","-4","1"
"8801073113800","425","4.16666666666667","14.1666666666667","3.79166666666667","7.5","unknown",,
"7891118010769","10","2",,,,"a",,"4"
"7315200015406","325",,"8",,"6.9","unknown",,"3"
"0708953628134","342.857142857143",,"4.28571428571429",,"11.4285714285714","a","-3","1"
"8480000221803","71","15","0.2","0.01","0.8","not-applicable",,"1"
"7501040003455","162","0.3","10.5","2","12.6","d","14","4"
"5900125004325","483","24","23","0.02","6.6","unknown",,
"5941486011638","113","7","5",,"6","a","-3",
"5900567009681","225","1","18","2.5","13","e","20","4"
"4902705030985","374",,"23.4","0.2175","5.6","unknown",,
"3270190022534","398","1.2","22","0.88","5.7","d","18","3"
"8480000524058","192","3.9","14.3","1.78","11.8","d","16","4"
"7501295600126","61.4","5","3","0.13","3","c","3","1"
"8809054400635","324",,"5.9",,"1.19","unknown",,
"5410256012248","400","100",,,,"unknown",,
"0846203004878","544","9","36","2.0325","9","e","25","3"
"8412170017603","45","5","0.8","0.04","1.3","c","5","4"
"6223001360766","41","11",,,,"unknown",,
"5055940101145","537","0.5","59","1","0.5","c","9","4"
"20245290","621","5.9","50.2","0.7875","18.6","c","7","3"
"4000417028006","493","52","27","0.03","3.5","e","31","4"
"5411188139409","25","2.5","1.2","0.08","0.5","c","4","4"
"4056489452676","166",,"9","2.5575","20","unknown",,"3"
"3265474000018","900",,"100",,,"b","2","2"
"5000119002945","501","16.3","24.3","0.5","6.7","e","20","4"
"8801043015486","160.079051383399","2.76679841897233","1.58102766798419",,"4.34782608695652","unknown",,
"5700426101613","34",,"0.3",,"3.3","unknown",,"3"
"8801037095302","525","37.5","25","0.71875","5","unknown",,
"26035291","347","29","12","1.4","5.1","e","19","4"
"4000539398841","552","45","34","0.4025","8.9","unknown",,
"4013159604551","359","3","1.9","0.03","12","a",,"1"
"4056489822585","346","3","33","1.18","4.9","d","12","4"
"0602652201066","440","16","22","0.675","10","c","9","4"
"7896283800825","40",,"1",,"3.2","unknown",,"4"
"3252920022014","251","3.1","23","0.58","6","d","13","3"
"3330720280015","146","34","0.5","0.05","0.5","c","9","4"
"4770190110006","140","2.79999995231628","3.79999995231628",,"6.09999990463257","unknown",,
"5010477353115","417.777777777778","21","12","0.03","11","c","9","4"
"9780201379624","465","7.14285714285714","3.4","4.55357142857143","46.5","e","27",
"8000500408162","455","48.3","20.3","0.01","3","e","29","4"
"7896051140016","266.666666666667",,"23.6666666666667","1.35","11.6666666666667","d","15",
"0055991041037","283.333333333333","6.25","3.75","1.375","10","c","6","3"
"7340043070473","260","47","5","1.6","6.9","e","24","4"
"7809558101091",,,,"1",,"not-applicable",,
"8858998581139","40.8163265306122","10.2040816326531",,"0.00510204081632653","0.408163265306122","e","12",
"3560071013127","397","18","5.3","0.69","8.3","d","12","4"
"7300400114745","326.797385620915","1.5","1.5","1.2","9","b","1","3"
"8410076610737","194.789674952199","17.2","28.3","0.94","25.6","not-applicable",,"4"
"9556570105108",,,,"0.04",,"unknown",,
"5053990156061","528","0.9","31","1","6.2","d","11","4"
"7790895643835","22","2.5","0.465","0.025","0.6","d","8","4"
"20382506","331","55","9","0.25","7.6","e","26","3"
"8719200282551","358","0.5","39","0.51","0.5","c","9","4"
"8480000171511","81","7.2","3","1","1.4","c","5","3"
"5018095011271","148","1","1.7","0.01","11","a","-8","3"
"6224000992910","562","55","34","0.25","2","unknown",,
"7896036000717","36","6.4",,"0.36","2","a","-4","3"
"8001860209741","62","3.3","2.7","0.11","0.8","d","7","3"
"7705326079343","400","11.4285714285714","7.14285714285714","1.85714285714286","14.2857142857143","d","13",
"9403110042228","447.52958121913","40.2898550724638","21.4492753623188","0.471014492753623","13.6231884057971","unknown",,
"6223009440279","53","0.05","3.2","0.15","0.65","unknown",,
"4056489602910","20","3.5",,"0.03","11","a","-5",
"1703543090000","80","1","6.2","0.74","0.9","c","7","4"
"6223000508619","100","10","33",,"7","unknown",,
"9310155000864","400","7.125","4.625","2.378125","12.75","e","19","4"
"0018627114970","333.333333333333","12.962962962963","1.85185185185185","0.00462962962962963","11.1111111111111","a","-2",
"3272770014656","333","2.2","32","1","9","d","15","3"
"5053827157018","521","25","33","0.35","12","e","19","4"
"8410014926241","389","75","3","0.3","5.5","unknown",,"4"
"8801007038780","140",,"0.5",,"2.5","unknown",,
"7709296944137","400","12","12","0.55","16","unknown",,
"8902346012353","250","62.5",,"11.8402777777778",,"e","38","4"
"3830074230365","156","1.3","7","0.78","18","a","-6","4"
"9006548353104","97","1.5","4.5",,"11","a","-2","3"
"8901262020558","289","2","21","1","23","c","10",
"4056489431053","219","3.5","17.7","0.9","11","c","6","4"
"4056489762959","446","0.5","31","0.01","21","a","-10","1"
"5000354915673","366","4","5.8","9.44","3.7","e","27","4"
"3046920029681","603","14","55","0.02","8.9","e","20","3"
"5449000132277","20","4.8000001907349",,"0.016",,"c","4","4"
"8076809513722","64","5.9","2.6","0.9","1.6","a",,"4"
"4000161060116","537","37.6","35.8","0.02","9","e","22","4"
"8480000633231","230","2.1","13.4","1.0825","10.4","c","5","4"
"7025165311030","425","1.2","25","1.7","16","c","9","4"
"8850389106280","46","11",,"0.05",,"e","12","4"
"8851351385870","108.860759493671","3.0379746835443","3.29113924050633","0.968354430379747","3.0379746835443","c","4","4"
"0041449001104","355.932203389831","16.9491525423729","1.69491525423729","2.75423728813559","6.77966101694915","unknown",,"4"
"7800159081393","44","6.5","0.1","0.927","1.7","c","5","4"
"9416050901456","640","4.66666666666667","60","0.266666666666667","15.333","c","10","3"
"8410111009489","200",,,,"27.2727272727273","unknown",,
"8719200198838","619","0.5","70","0.2",,"d","17","4"
"7792590001064","338",,,,"10","unknown",,"4"
"8858709107931","133.333333333333","2.66666666666667","8","0.0666666666666667","7.33333333333333","c","3",
"8421464001136","420","0.5","16","1.8","7.1","c","8","4"
"0064042006529","150","10","7","0.006","2","c","6","4"
"7622210492081","393","54","6.4","0.275","8.1","unknown",,
"5038862134330","40","9.33333333333333",,,,"c","5","1"
"8001250220011","824",,"91.6",,,"b",,"2"
"6221073011760","497.777777777778","48.8888888888889","31.1111111111111","0.0444444444444444","5.33333333333333","unknown",,
"9415022032990","162.454623523043","0.420289855072464","5.50724637681159","1.19723188405797","27.6811594202899","b","1","3"
"7802910002081","121","4.4","10","0.1143","2.8","c","6",
"7350000550573","45","8.7","0.1","0.03","0.2","unknown",,
