"code","energy_kcal_100g","sugars_100g","fat_100g","salt_100g","proteins_100g","nutriscore_grade","nutriscore_score","nova_group"
"0050255224003","580.645161290323","35.4838709677419","41.9354838709677",,"9.67741935483871","unknown",,"4"
"7041810125098","169","0.2","13","2.42","10","d","18","4"
"7350101604588","150","1.33","0.9","0.01","4.02","unknown",,"4"
"8994907001302","250","27.7777777777778","8.33333333333333","5.83333333333333","5.55555555555556","unknown",,
"8715700209241","108","22.7","0.2","3.6","1.2","e","22","3"
"7039010599467","117","28","0.1","0.02","0.3","unknown",,
"5997010303267","106.36","17.3","0.3","1.5","1.5","d","11","3"
"0818290011589","106.666666666667","11.3","3","0.08325","7.33","b","2","4"
"9310432400103","277.246653919694","0.1","4.7","1.31","44.4","a","-2","1"
"8004690107201","351","4","1","0.02","14.5","a","-1",
"4023900552161","223","2","22.4","0.05","2.1","e","14","1"
"3250393072659","76","0.9","6.6","0.04","0.5","c","5","4"
"9556538006409","172.084129992","26.6666666666667","0.666666666666667","4.43333333333333","1.33333333333333","unknown",,
"6009551918912","370",,,,"90","unknown",,
"20035259","352","0.1","1.1","0.0025","7.6","b",,
"8993207571683","140",,"4","0.03",,"b","1","4"
"5712875638473","534","19","37","0.83","18","e","20","3"
"3600900005067","126","1.7","1.2","0.64","5.1","c","3","4"
"3029330022411","249","4.5","2.8","1.1","8.3","c","5","4"
"8594157872280","377","27","9.6","0.1","11","not-applicable",,"4"
"0031200446749","8","2",,"0.04",,"c","6","4"
"5900020011886","396.5105161899","22.4","5.2","0.65","6.7","c","10","4"
"9414911197505","380","1","27.2","0.8","32.6","c","10",
"7798048730876","436.666666666667","16.6666666666667","16.6666666666667","0.191666666666667","4.66666666666667","d","15","4"
"6920152460061","512","4.2","21.9","2.4","12.6","unknown",,"4"
"9310072009544","499.069246384379","27.3127753303965","23.3480176211454","1.00220264317181","5.72687224669604","e","29","4"
"4056489905547","521","0.7","32","1.2775","6","d","12",
"0051000012616","83.3333333333333","0.833333333333333","5.83333333333333","1.79166666666667","1.66666666666667","c","9","4"
"4099200022208","733","2.7","71","0.01","16","a","-8","1"
"0052159000011","70.5882352941177","3.52941176470588","4.11764705882353","0.125","3.52941176470588","b","2","4"
"5900951312250","493.333333333333","48","24","0.3825","4.5","e","30","4"
"4099200030555","49","4.8","1.8","0.1","3.4","b",,"1"
"3250390005179","82","0.3","0.5","0.81","5.7","b","2","4"
"5712871094457","525","58","28","0.1","5.8","e","29","4"
"9339423009668","242.135573158517","3.21428571428571","2.61904761904762","1.125","9.64285714285714","b","2","4"
"3250390244950","398",,"29","1.5","33","d","14","3"
"8410076610621","463.333333333333","7","6.9","0.28","2.9","c","5","4"
"4840008041348","267.600006103516","2.09999990463257","1.60000002384186",,"8","unknown",,
"7340001806205","362.41960716148","2.36363636363636","13.6363636363636","1.45","36.3636363636364","not-applicable",,"4"
"88068107","150",,,,,"unknown",,
"9421904480100","430","70.5","8.5","1.5125",,"unknown",,"4"
"9300633331757","39","2.4","2.2","0.09","0.4","c","5","3"
"9001432002335","232","56",,"0.02","0.6","d","17","4"
"3560070329441","85","0.5","0.5","0.3","6.6","b","-1","4"
"5999033895026","259","1.2","2.2","1.18","19","a",,
"8850773110886","55","8",,,,"e","10",
"3587220002252","341","13","12","1.12","8.1","d","18","4"
"7037210119256","178","20","8.4","0.15","3.4","d","12","4"
"6921355270297","73.8201",,"4.4","150","3.6","e","20",
"7310865866608","65","3.8","4","0.0975","3.4","b","2",
"0884912102102","372.4","27.2","4.8","0.8475","7.2","d","13","4"
"8859015704340","30",,,,,"unknown",,"1"
"7622202346385","531","57","29",,"7.9","e","25","4"
"7394376615290","186","3.3","15","0.01","2","c","7","4"
"8997225840028","250","12","10","0.525","5","unknown",,
"7898215153207","69.6","6.8","0.48","337","9.2","e","19",
"5391521690289","240.309403789327","3.9","2","1.1","5.3","c","6","4"
"7501000662654","434.333333333333","1.33333333333333","7.66666666666667","1.143","10.6666666666667","c","8","4"
"4014400934496","521","48.8","29","0.27","6","e","31","4"
"7312080004230","340","1.4","3.8","1.2","10","a",,"3"
"0631656710496","382.352941176471","5.88235294117647","7.35294117647059","1.76470588235294","70.5882352941177","not-applicable",,
"7896331100310","750",,"83",,,"e","19","2"
"4820179682342","342","0.899999976158142","6.09999990463257",,"12.3000001907349","unknown",,
"7501008066324","383","42.6","0.2",,"3.7","unknown",,"4"
"8076809513753","492","5","47","3.2","4.7","e","27","4"
"8410660513437","826.666666666667",,"91.3333333333333",,,"unknown",,
"6001065601069","521.032504698","58.5","27.5","0.2125","7.7","e","32","4"
"7039317008914","444","17","13","1.0825","7.5","d","15",
"0748927069532","387.096774193548","3.2258064516129","4.83870967741935","1.04838709677419","77.4193548387097","not-applicable",,"4"
"9415077150601","812.62",,,,,"unknown",,"3"
"7501020537123","74","6.4","3.2","0.1575","4.2","b","1","4"
"8904083302100","103.5","15.3","3.1","0.0525","3.6","c","5","4"
"5701246266209","201.818181818182","2.18181818181818","1.45454545454545","3.04545454545455","5.63636363636364","unknown",,
"5000442007594","481",,"49.5",,,"b","-2","4"
"5600826203064","600","5.5","51","0.01075","26","a","-8","2"
"8852044110281","333.333333333333","13.3333333333333",,"10.6666666666667","26.6666666666667","e","27","4"
"7790040140943","425.806451612903","20.3225806451613","13.8709677419355","0.548387096774194","8.70967741935484","unknown",,"4"
"7702020178402","50",,"6","0.2",,"unknown",,
"3948764032271","40","9.8",,"0.035",,"e","15","4"
"7501011101678","532","0.7","33.6","0.641","4.9","e","19","4"
"0096619066254","600",,"53.3333333333333",,"33.3333333333333","a","-7","1"
"14601415","83.333333333333","16.666666666667",,,,"unknown",,
"0810019600302","466.666666666667","23.3333333333333","16.6666666666667","0.833333333333333",,"e","23","3"
"9350465003025","302.740599107711","9.33333333333333","8","9.66666666666667","10.6666666666667","not-applicable",,"3"
"7891097000720","60","4.9","2","0.1425","4.8","b","1","4"
"4335619022591","653","4","54.9","0.7","25.2","b","2","3"
"5060605060552","16","4",,"0.2",,"c","4","4"
"8008440214065","23.63636","0.8",,,"0.21212","not-applicable",,"4"
"6111094000013","361","1.6","2","0.02","12","a","-1",
"8801094984205",,,,"0.02794",,"b",,
"6224000432096","166",,"3",,"5.4","unknown",,"4"
"8850344004903","263","27","14","3.2",,"e","27","4"
"8480000142108","469","18","20","0.95","8","c","10","4"
"5740900402751","679","0.6","75","0.9","0.5","e","21","2"
"5202413007019","101.58",,,,"25","not-applicable",,"3"
"5201083351958","81","4.2","1.6","0.275","10","unknown",,
"8719979202514","476","0.9","23","0.4","12","d","13","4"
"7622300318109","226.666666666667","4.3","21","1.88","5.4","e","20","4"
"4056489068846","121","0.5","7","1.6","12","c","4","4"
"4791034005111","478","27.2","20.3","0.8","6.6","e","25","4"
"6411402159908","254","2.59999990463257","3.59999990463257","2.75000005960464","9.30000019073486","unknown",,
"7392672003780","61","3.1","0.3","0.0975","11","a","-4","3"
"6111246722084","333.333333333333","3.33333333333333","33.3333333333333","0.791666666666667","6.66666666666667","d","15","3"
"7501020561906","249","1","25","0.0375","0.7","e","21","4"
"4820212490590","284","4.93","3.4",,"7.9","unknown",,
"7803468001762","257","4","5.1","0.915","11.9","a",,"4"
"4056489851714","287.096774193548","2.3","4","0.00077","8.3","b","1","4"
"7612100054963","380",,"3.6",,"6.4","unknown",,"4"
"0047495112900","350.877192982456","33.3333333333333","8.7719298245614","0.328947368421053","5.26315789473684","d","11","4"
"8809837870082","450","12.5","15","1.4375","22.5","e","23",
"7039010562034","143","1.5","6.1","0.47","8.9","unknown",,"4"
"4056489090731","252","3","24.5","0.68","4.5","d","15",
"6921951403570","333","10","2.1","0.19","1","c","6",
"4056489170099","40","8.6","0.1",,"0.6","c","4","1"
"7702025100279","461.165048543689","19.4174757281553","19.4174757281553","0.788834951456311","7.28155339805825","d","16","4"
"7892840818357","506","2.1","24","1.4375","6.4","d","16","4"
"3228857001491","272","5.5","5","1","8.1","b","1","4"
"5010477352873","460","15","18","0.05","13","unknown",,
"5060238480734","473.333333333333","30","25","0.16","16","d","13","1"
"6223000055168",,"100",,,,"unknown",,
"20139766","426","30.4","23.6","0.69","5.8","e","26","4"
"0770333024546","233.333333333333","3.33333333333333","16.6666666666667","1","6.66666666666667","unknown",,
"9310072013855","525.381978536854","47.7477477477478","27.9279279279279","0.382882882882883","4.95495495495496","e","30","4"
"5060088707951","377","49","12","0.4325","7","d","17","4"
"7702535012079","30","7.5",,"0.046875",,"d","8",
"7500478004713","432",,"15.1",,"6.9","unknown",,"4"
"4067796194807","40","5.2","1.4","0.13","0.6","c","5","3"
"8013355501506","436","3.2","14","2.2","11","d","15","3"
"3560071267032","379","25","3.4","0.22","9.3","c","8","4"
"8801083001425","386.666666666667","31.6666666666667","1.33333333333333","1.125","5","unknown",,
"5201024865193","455.555555555556","16","18.2222222222222","0.0444444444444444","6.88888888888889","c","9",
"5057545744765","376","1.5","8.1","0.01","11","a","-4","1"
"8423207210843","426","1.4","18",,"6.8","unknown",,"4"
"80053828","828",,"92",,,"b",,"2"
"20024901","279","0.5","23","1.8","17","d","15","3"
"3245412654305","354","2.3","3","0.92","13","b","1","3"
"0049508006008","392.857142857143","7.14285714285714",,"0.675","7.14285714285714","c","6","3"
"7037610050326","177","3","8.33333333333333",,"12","b","2","4"
"9319133333543","477.5","22.75","24.75","0.55","25.75","d","17","4"
"0058716991709","736.842105263158","6","46","1.4","18","c","10","3"
"4099200027272","611","14","54","0.2","9.3","e","20","4"
"9339687286270","380.019120399","1","9","0.0166666666666667","13","a","-5","1"
"5013665107552","15.4354166666667","0.416666666666667","1.04166666666667","0.208333333333333","0.208333333333333","unknown",,"4"
"7891000369203","414.285714285714",,,,"8.57142857142857","unknown",,
"5701397332815","471","0.49","34","0.03","24","a","-11","1"
"8852008300116","498","37.9","23.2","0.223","6.03","unknown",,
"20113476","88","1.8","3.9","1","4.8","c","3","4"
"3859888858008","234","3","22","0.75","6.1","d","13",
"7700304495085","320","66.6666666666667","0.666666666666667",,,"unknown",,
"20111571","625.398342795",,"51.6666666666667",,"21.3333333333333","unknown",,
"6901668935748","463.917525773196","46.3917525773196","20.6185567010309","0.902061855670103","4.63917525773196","d","18","4"
"3270190212980","94","4.4","7.3","0.59","0.9","a","-1","4"
"4796021060609","425.714285714286","29.4285714285714","14","0.902857142857143","10","unknown",,
"3168930009078","375","1.1","8","0.01","11","a","-4","1"
"8803060082441","363.636363636364","5.3475935828877","3.10160427807487","4.33155080213904","7.48663101604278","e","26",
"8801007836270","162.5","3","6",,"8","unknown",,
"20069490","364","2.5","35.9","0.7","4.1","d","11","4"
"7891048050620","12","2",,"0.1925","1","unknown",,"4"
"7441163412447","29.1666666666667",,"1.45833333333333","0.0416666666666667","0.416666666666667","c","3",
"4005500081128","331","55","9","0.25","7.6","e","20","3"
"8076809529433","347","3.5","2.5","0.01","13","a","-5","1"
"5038862236171","54","11","0.5","2.5E-05","0.5","d","7",
"8801045205885","150","7.22222222222222","11.1111111111111","1.11111111111111","4.44444444444444","unknown",,
"7501000658923","409","25.2","7.3","0.455","6.7","d","17","4"
"8852021230018","127.272727272727",,"0.909090909090909","0.295454545454545","29.0909090909091","a","-5",
"7891000248829","493.975903614458","48","27","0.015","6","e","29","3"
"9421901659004","513.75","2.8","27.9","0.75","6.4","d","11","3"
"7891167011755","135",,"2.7","1.39","28","unknown",,"3"
"0696685100021","235.294117647059",,"13.2352941176471","0.955882352941177","19.1176470588235","a","-3","4"
"5057967395088","203.333333333333","4.8","8.6","0.39","8.6","a","-3","3"
"6430056262109","139","1","5.8","0.7","2.9","c","3","4"
"7340011342618","900",,"100",,,"b",,"2"
"3175681188389","54","1.9","2","0.05","0.9","a",,"4"
"4902777015927","566","49","36.8","0.13","8","e","29","4"
"8850389121023","40","10",,,,"unknown",,
"4006040488897","573","43","38","0.2","4.6","e","28","4"
"0055577101681","375",,"7.5",,"12.5","a","-8","1"
"4003586000330","529","2","33","1.38","5.8","d","12","4"
"4056489068198","71.6666666666667","0.5","7.5","0.2","13","a","-4","4"
"8424536921462","822",,"91.3",,,"d","15","2"
"3245411216818","252","3","25","1","4.5","d","16","3"
"7790070336149","331.25","0.75","1","0.00625","10.75","unknown",,
"7896004007427","363.33","35",,"0.586","4","d","16",
"80930341","517","25","27","0.37","8.6","e","23","4"
"4008577006278","247","3","1.86","1.53","9.57","c","5","4"
"8998666002792","480","44","20",,"4","unknown",,
"4972151037609","635.897435897436","9.61538461538461","54.2307692307692","0.0016025641025641","23.5897435897436","unknown",,
"9300830037452","45.9847036328872","2.88","0.8","0.66","0.36","unknown",,"4"
"4820062051897","245","1.13","3.12",,"8.15","unknown",,
"4088600109602","240","52.7",,"0.00615","0.2","d","17","3"
"6111028000980","230","2","20","1.6","9","d","18","4"
"3263670041255","204",,"11","1","27","b","1",
"7613034965868","298","29","14","0.14","3.2","e","20","4"
"4607015232653","540",,"31",,"6","unknown",,"4"
"3184030001194","726","0.6","80","2","0.8","e","29","2"
"9010158000204","619","5.2","51","1","24","c","4","3"
"5449000008046","42","10.6",,"0.0208",,"e","10","4"
"7802800535583","507","0.5","28","1.375","5.8","unknown",,"4"
"5021812000656","19","4.5",,,,"unknown",,"3"
"9300652014396","366.666666666667","9.6000003814697","4.4000000953674","0.66750001907349","10.699999809265","b","1","3"
"8859501320214","259.74025974026","5.19480519480519","9.09090909090909","1.23376623376623","10.3896103896104","d","13","4"
"3362600011006","440","24.2352941176471","10.8235294117647","0.882352941176471","7.64705882352941","e","21","4"
"8888077103648","438.461538461538","1.53846153846154","11.9230769230769","1.24038461538462","11.9230769230769","d","16",
"0068200010120","52","4.8","2","0.09","3.6","b","1","1"
"5411188099154","9.8","2.2","2.2","0.24","4","a",,"4"
"8480000566522","107","0.6","1.2","1.77","23.4","b","2","4"
"6111024001202","900",,"100",,,"c","4",
"5711953159039","54","3.7","2.5","0.1","3.4","b","1","3"
"9008684038839","380","24","4.3",,"13","unknown",,
"4901001021789",,"6",,"0.06",,"not-applicable",,"4"
"4025500132477","76","11.6","1.5","0.15","3.2","e","10",
"8480000341884","582","1.6","47.9",,"35.3","a","-11","1"
"9421901135362","118","4.40000009536743","6",,"6","unknown",,"1"
"8993175538947","428.571428571429","28.5714285714286","14.2857142857143","0.907142857142857","7.14285714285714","e","24","4"
"3175681066632","1896","16","16","0.36","8.9","c","9","4"
"88013600","226","34","6.19999980926514",,"4.30000019073486","unknown",,
"8005121000535","355","3.9","1.7","0.004","13","a",,"1"
"5054402818102","15","0.5","1","0.1675","0.7","b","1","4"
"4066447607543","373","1.2","7.7","0.01","13","a","-5","1"
"5900120010970","60","4.7","3.2","0.0975","3","c","3",
"7501058631961","307","59","5","0.25","6.4","e","16","4"
"8584004010200","552","3","34","0.10000000149012","7","d","14","4"
"8992775311981","500","33.3333333333333","25",,,"unknown",,
"3046920047302","501","53","28","0.25","5.58","e","32","4"
"7801620006655","5","0.8",,"0.0375",,"c","5","4"
"4820228121945","120","1.8","5","0.1275","17","unknown",,
"0055872281866","700",,"80","0.025","1","e","19",
"3182180002436","388","4.1","3.5","1.3","11","c","9","3"
"7300400481731","330","2","5","1.1","13","a","-1","3"
"8901262151696","87","14","2","0.065","2","e","17","4"
"7802920004112","296",,"24",,"20","d","13","3"
"3265266075118","321","78.7",,,,"unknown",,"4"
"7896283007262","385","12","13","0.1375","12","c","6","4"
"6408430043019","85","1.8","2","0.68","15","a","-1","3"
"6902083814045","34.6666666666667","4","0.711111111111111","0.28","1","unknown",,
"8888200132217","72","4.3","4",,"4","unknown",,"1"
"9555319109100","491",,"23","0.294","7","unknown",,
"5998400303867","373","3.9","13.7",,"7","unknown",,"4"
"01587173","213","46.4","0.5","0.02","2","c","7","1"
"5099466176942","546","42","37","0.2","8.8","unknown",,
"3560070048816","491","33","24","1.3","5.5","e","30","4"
"7896102503814","42","6.1",,"0.9025","0.7","c","4","4"
"7394376619915","137","3.2","9.2","0.0975","3.1","a",,"4"
"0770333021064","200",,"18",,"9","unknown",,
"8809517411413","407.5","12.5","7.5",,"22.5","unknown",,
"5201415201982","304","1","22.5",,"23","unknown",,
"6111031005651","461","27","14.5","0.43","6.3","e","20","4"
"6111162000402","180.1",,"6.4","1.25","30.1","unknown",,"3"
"0851770008297","48.4848484848485","0.303030303030303","0.909090909090909","0.7","9.09090909090909","not-applicable",,"4"
"20368197","539","59.4","30","0.41","7.2","e","33","4"
"3166290200197","257",,,,,"not-applicable",,"1"
"5710328003243","57","3","0.2","0.09","10","a","-4","3"
